the_geom,county,city_village_or_cdp,housing_type,complex_address,units,acres,status,year,comment,conversion_date,cartodb_id,latitude,longitude,number,street,city,zip
0101000020E610000000CADFBDA36552C095F430B43A534440,Nassau,Freeport,APT,98 Rose St.,36,0.7,BUILT,1900,,,175,40.650229,-73.588119,98,Rose St,Freeport,11520
0101000020E6100000014EEFE2FD6B52C0B4E6C75F5A6A4440,Nassau,Port Washington,APT,55 Main St.,10,0.1,BUILT,1908,,,814,40.830883,-73.687371,55,Main St,Port Washington,11050
0101000020E610000001DA56B3CE6752C095490D6D005A4440,Nassau,Hempstead,APT,108 Grove St.,12,0.4,BUILT,1910,,,214,40.703138,-73.621991,108,Grove St,Hempstead,11550
0101000020E6100000E99C9FE2386852C0ECFA05BB61594440,Nassau,Hempstead,APT,21-31 Linden Pl.,12,0.4,BUILT,1913,,,211,40.698295,-73.628472,31,Linden Pl,Hempstead,11550
0101000020E61000005B5EB9DE366852C0342BDB87BC5B4440,Nassau,Hempstead,APT,298 Main St.,12,0.1,BUILT,1918,,,213,40.716691,-73.628349,298,Main St,Hempstead,11550
0101000020E6100000CFD90242EB6752C0E4141DC9E55B4440,Nassau,Hempstead,APT,21 Lincoln Blvd.,15,0.1,BUILT,1920,,,218,40.71795,-73.623734,21,Lincoln Blvd,Hempstead,11550
0101000020E6100000DB334B02D46652C064B2B8FFC85A4440,Nassau,Hempstead,APT,1 Lincoln & 350 Washington St,25,0.5,BUILT,1920,,,303,40.709259,-73.60669,1,Lincoln Rd,Hempstead,11550
0101000020E6100000747B4963B45452C02B172AFF5A584440,Suffolk,Babylon,APT,50 The Crescent,24,0.4,BUILT,1920,,,1048,40.690277,-73.32351,50,The Cres,Babylon,11702
0101000020E61000006CCF2C09506D52C071546EA2965C4440,Nassau,Floral Park,COOP,33-47 Floral Blvd.,36,0.9,BUILT,1920,APTCONV,1985 E,103,40.723347,-73.70801,47,Floral Blvd,Floral Park,11001
0101000020E6100000963FDF162C6752C023A30392B0534440,Nassau,Baldwin,APT,"21 Edna Ct., 699 School St.",12,0.1,BUILT,1921,,,33,40.653826,-73.612066,21,Edna Ct,Baldwin,11510
0101000020E6100000103CBEBD6B6B52C06479573D60544440,Nassau,Lynbrook,APT,477 Merrick Rd.,26,0.3,BUILT,1921,,,358,40.659187,-73.678451,477,Merrick Rd,Lynbrook,11563
0101000020E6100000D36A48DC636D52C0098B8A389D504440,Nassau,Woodmere,APT,9 Lafayette Pl.,13,0.1,BUILT,1922,,,523,40.629798,-73.70922,9,Lafayette Pl,Woodmere,11598
0101000020E61000003B730F09DF6652C0B58CD47B2A554440,Nassau,Baldwin,COOP,1861 Grand Ave.,19,1.1,BUILT,1922,APTCONV,1987,38,40.665359,-73.607363,1861,Grand Ave,Baldwin,11510
0101000020E6100000EA245B5D4E6E52C042CD902A8A4F4440,Nassau,Cedarhurst,APT,97 Cedarhurst Ave.,57,3.2,BUILT,1923,,,65,40.621404,-73.723533,97,Cedarhurst Ave,Cedarhurst,11516
0101000020E6100000EC4D0CC9C96D52C053910A630B514440,Nassau,Woodmere,COOP,302 Longacre Ave.,18,0.1,BUILT,1923,APTCONV,,524,40.63316,-73.715441,302,Longacre Ave,Woodmere,11598
0101000020E61000001C06F357C86D52C0B7EEE6A90E514440,Nassau,Woodmere,COOP,874 W. Broadway,12,0.1,BUILT,1923,APTCONV,,525,40.63326,-73.715353,874,W Broadway,Woodmere,11598
0101000020E6100000B4E386DF4D6552C060C9552C7E534440,Nassau,Freeport,APT,96 Smith St.,13,0.2,BUILT,1924,,,117,40.652288,-73.582878,96,Smith St,Freeport,11520
0101000020E6100000213F1BB96E6D52C009A69A594B514440,Nassau,Woodmere,APT,220-224 Franklin Pl.,14,0.1,BUILT,1924,,,531,40.635112,-73.709883,224,Franklin Pl,Woodmere,11598
0101000020E61000003A933655F76B52C04356B77A4E6A4440,Nassau,Port Washington,APT,52 Main St.,28,0.2,BUILT,1924,,,817,40.83052,-73.686971,52,Main St,Port Washington,11050
0101000020E6100000C687D9CBB64F52C0B7F0BC546C5C4440,Suffolk,Bay Shore,APT,12 Shore La.,12,0.2,BUILT,1925,,,1527,40.722056,-73.245532,12,Shore Ln,Bay Shore,11706
0101000020E61000006F9D7FBBEC6A52C01DE736E15E4B4440,Nassau,Long Beach,APT,225 W. Park Ave.,71,0.3,BUILT,1925,SRCIT-AFFORD,,620,40.588833,-73.670699,225,W Park Ave,Long Beach,11561
0101000020E6100000B0389CF9D54F52C0B29DEFA7C6634440,Suffolk,Brentwood,APT,28 1st Ave.,13,0.3,BUILT,1925,HOTELCONV,1925,1593,40.7795,-73.247435,28,1st Ave,Brentwood,11717
0101000020E6100000D8D5E429AB6C52C028EFE3688E544440,Nassau,Valley Stream,APT,"95, 99 S. Grove St.",48,0.5,BUILT,1926,,,508,40.660596,-73.697947,95-99,S Grove St,Hempstead,11580
0101000020E61000000F9D9E77636E52C0786000E1434F4440,Nassau,Cedarhurst,APT,59 Columbia Ave.,14,0.5,BUILT,1926,,,59,40.619259,-73.724821,59,Columbia Ave,Cedarhurst,11516
0101000020E6100000A8FFACF9F16752C035255987A35B4440,Nassau,Hempstead,APT,271 Washington St.,16,0.1,BUILT,1926,,,220,40.715928,-73.624144,271,Washington St,Hempstead,11550
0101000020E6100000658C0FB3976752C0C9E4D4CE305B4440,Nassau,Hempstead,APT,357 Jackson St.,30,0.4,BUILT,1926,,,227,40.712427,-73.618634,357,Jackson St,Hempstead,11550
0101000020E610000077627BD22E6852C054747F50725A4440,Nassau,Hempstead,APT,"41, 43 High St.",26,0.3,BUILT,1926,,,239,40.7066136,-73.6278578,43,High St,Hempstead,11549
0101000020E6100000F6ECB94C4D6B52C097E65608AB534440,Nassau,Lynbrook,APT,140 Broadway,23,0.4,BUILT,1926,,,372,40.653657,-73.676593,140,Broadway,Lynbrook,11563
0101000020E610000027A25F5B3F6D52C0B56FEEAF1E514440,Nassau,Woodmere,APT,1100 Ward Place,12,0.1,BUILT,1926,,,522,40.633749,-73.706992,1100,Ward Pl,Woodmere,11598
0101000020E610000032E6AE25E46E52C05F0A0F9A5D654440,Nassau,Great Neck Estates,COOP,160 Middle Neck Rd.,67,1.3,BUILT,1926,APTCONV,<1964,674,40.791919,-73.732675,160,Middle Neck Rd,Great Neck,11021
0101000020E6100000B62BF4C1326C52C06A32E36DA55D4440,Nassau,Great Neck Plaza,COOP,1 Hillside Ave.,28,0.7,BUILT,1926,APTCONV,1988,702,40.731611,-73.690598,1,Hillside Blvd,New Hyde Park,11040
0101000020E6100000842BA0504F6E52C0A3E9EC6470644440,Nassau,Thomaston,COOP,37 Brompton Rd.,37,0.6,BUILT,1926,APTCONV,1982,846,40.78468,-73.723591,37,Brompton Rd,Great Neck,11021
0101000020E6100000A032FE7DC6FC51C0454948A46D864440,Suffolk,Montauk,COND,Fenwick Pl.,140,12,BUILT,1926,HOTELCONV,1985,1411,41.050221,-71.949615,,Fenwick Pl,Montauk,11954
0101000020E6100000C7BAB88D066552C0CC0D863AAC544440,Nassau,Freeport,APT,95 N. Columbus Ave.,24,0.2,BUILT,1927,,,123,40.661506,-73.578525,95,N Columbus Ave,Freeport,11520
0101000020E6100000D68C0C72176B52C082397AFCDE4A4440,Nassau,Long Beach,APT,315 W. Broadway,40,0.2,BUILT,1927,,,578,40.58493,-73.673306,315,W Broadway,Long Beach,11561
0101000020E6100000759483D9046C52C048FC8A355C6A4440,Nassau,Port Washington,APT,1 Herbert Ave.,10,0.1,BUILT,1927,,,815,40.830939,-73.687796,1,Herbert Ave,Port Washington,11050
0101000020E61000007C2766BD186E52C05325CADE52644440,Nassau,Russell Gardens,APT,160 S. Middle Neck Rd.,39,0.5,BUILT,1927,,,843,40.783779,-73.72026,160,S Middle Neck Rd,Great Neck,11021
0101000020E61000002EF191DE815A52C0A64819CCBA564440,Suffolk,Amityville,APT,"72, 76, 80 Union Ave.",12,0.5,BUILT,1928,,,1038,40.6775756,-73.4141766,76,Union Ave,Babylon,11701
0101000020E61000009F76F86BB26A52C0B5C6A01342534440,Nassau,East Rockaway,APT,230 Atlantic Ave.,69,1.2,BUILT,1928,,,95,40.650454,-73.66714,230,Atlantic Ave,Lynbrook,11563
0101000020E6100000572426A8E16C52C0E5B9BE0F075D4440,Nassau,Floral Park,APT,60 Plainfield Ave.,21,0.2,BUILT,1928,,,106,40.726778,-73.701273,60,Plainfield Ave,Floral Park,11001
0101000020E61000001BF4A5B73F6552C067B796C970544440,Nassau,Freeport,APT,25 Graffing Pl.,12,0.3,BUILT,1928,,,116,40.659692,-73.582014,25,Graffing Pl,Freeport,11520
0101000020E610000052F355F2B16552C0EE27637C98534440,Nassau,Freeport,APT,200 W. Merrick Rd.,50,0.9,BUILT,1928,,,140,40.653091,-73.588986,200,W Merrick Rd,Freeport,11520
0101000020E61000000F60915F3F6552C07E5358A9A0544440,Nassau,Freeport,APT,75 Graffing Pl.,21,0.3,BUILT,1928,,,145,40.661153,-73.581993,75,Graffing Pl,Freeport,11520
0101000020E6100000349F73B7EB6552C0888384285F544440,Nassau,Freeport,APT,22 Pearsall Ave.,34,0.5,BUILT,1928,,,189,40.659154,-73.592512,22,Pearsall Ave,Freeport,11520
0101000020E61000004F9143C4CD6752C0F01472A59E5B4440,Nassau,Hempstead,APT,5 Lafayette Ave.,12,0.1,BUILT,1928,,,212,40.715779,-73.621934,5,Lafayette Ave,Hempstead,11550
0101000020E6100000861BF0F9616852C07767EDB60B5B4440,Nassau,Hempstead,APT,8-26 Bedell St. & 91-109 Ter.,92,1.9,BUILT,1928,,,235,40.711295,-73.63098,26,Bedell St,Hempstead,11550
0101000020E6100000D21DC4CE146A52C0DA1CE736E14A4440,Nassau,Long Beach,APT,215 E. Broadway,93,0.2,BUILT,1928,,,575,40.584998,-73.65752,215,E Broadway,Long Beach,11561
0101000020E6100000A31F0DA7CC6C52C0859675FF58664440,Nassau,Manhasset,APT,24 Vanderbilt Ave.,12,0.3,BUILT,1928,,,742,40.799591,-73.699991,24,Vanderbilt Ave,Manhasset,11030
0101000020E6100000F52D73BA2C6C52C0F86BB2463D6A4440,Nassau,Port Washington,APT,6 Belleview Ave.,17,0.1,BUILT,1928,,,816,40.829995,-73.69023,6,Belleview Ave,Port Washington,11050
0101000020E6100000E7C2482F6A6552C007B47405DB604440,Nassau,Westbury,APT,214 Linden Ave.,18,0.2,BUILT,1928,,,858,40.756684,-73.584606,214,Linden Ave,Westbury,11590
0101000020E6100000C7BC8E38646952C0FA264D83A2614440,Nassau,Williston Park,APT,639-653 Willis Ave.,19,0.3,BUILT,1928,,,865,40.762772,-73.646742,653,Willis Ave,Williston Park,11596
0101000020E6100000DE02098A1F6E52C0C5591135D14F4440,Nassau,Cedarhurst,COOP,623 Central Ave.,77,0.9,BUILT,1928,APTCONV,1987,70,40.623572,-73.720675,623,Central Ave,Cedarhurst,11516
0101000020E610000033DDEBA4BE6852C0EB19C231CB5C4440,Nassau,Garden City,COOP,105 7th St.,10,0.3,BUILT,1928,APTCONV,>1968<82,192,40.724951,-73.636636,105,7th St,Garden City,11530
0101000020E6100000A65EB7088C6852C064CF9ECBD45C4440,Nassau,Garden City,COOP,222 7th St.,24,,BUILT,1928,APTCONV,1979,193,40.725244,-73.633547,222,7th St,Garden City,11530
0101000020E61000000805A568E54F52C02F17F19D985B4440,Suffolk,Bay Shore,APT,72-78 S. Clinton Ave.,24,0.7,BUILT,1928,,,1565,40.715595,-73.248377,72,S Clinton Ave,Bay Shore,11706
0101000020E6100000137D3ECA886E52C04016A243E0644440,Nassau,Great Neck Plaza,COND,7 Bond St.,21,0.2,BUILT,1928,APTCONV,1984,686,40.788094,-73.727099,7,Bond St,Great Neck,11021
0101000020E61000009E42AED4B36C52C078B471C45A544440,Nassau,Valley Stream,APT,35 Brooklyn Ave.,24,0.2,BUILT,1928,,,496,40.65902,-73.698476,35,Brooklyn Ave,Valley Stream,11581
0101000020E6100000E60297C79A6E52C05BB6D61709654440,Nassau,Great Neck Plaza,COOP,4 Maple Dr.,98,0.5,BUILT,1928,APTCONV,1982,739,40.78934,-73.728197,4,Maple Dr,Great Neck,11021
0101000020E61000003881E9B46E6852C022718FA50F5B4440,Nassau,Hempstead,APT,11 Bedell St.,17,0.2,BUILT,1929,,,223,40.711415,-73.631757,11,Bedell St,Hempstead,11550
0101000020E6100000C07630629F6A52C08AAC3594DA534440,Nassau,Lynbrook,COOP,30 Shipherd Ave.,18,0.3,BUILT,1929,APTCONV,1990 E,357,40.655108,-73.665978,30,Shipherd Ave,Lynbrook,11563
0101000020E610000023F8DF4A766952C095641D8EAE544440,Nassau,Rockville Centre,COOP,12 Hempstead Ave.,78,0.8,BUILT,1929,APTCONV,1989,452,40.661577,-73.647845,12,Hempstead Ave,Rockville Centre,11570
0101000020E6100000F99E91088D6D52C0DC4AAFCDC6504440,Nassau,Woodmere,COOP,141 Woodmere Blvd.& 141 Wyckof,96,0.9,BUILT,1929,APTCONV,1982,527,40.631067,-73.711733,141,Woodmere Blvd,Woodmere,11598
0101000020E61000001FBAA0BE656E52C0BABF7ADCB7644440,Nassau,Great Neck Plaza,COOP,8 Barstow Rd.,84,0.7,BUILT,1929,APTCONV,1986 E,740,40.786861,-73.72496,8,Barstow Rd,Great Neck,11021
0101000020E610000064C91CCBBB6D52C0B3B112F3AC644440,Nassau,Thomaston,COOP,2 Spruce St.,62,0.8,BUILT,1929,APTCONV,1982,855,40.786528,-73.714587,2,Spruce St,Great Neck,11021
0101000020E61000004792205C016752C00B96EA025E544440,Nassau,Baldwin,APT,725 Baldwin Ave.,13,0.2,BUILT,1930,,,41,40.659119,-73.609458,725,Baldwin Ave,Baldwin,11510
0101000020E61000003BE5D18DB06552C0F392FFC9DF534440,Nassau,Freeport,APT,148 Pine St.,38,0.7,BUILT,1930,,,161,40.655267,-73.588901,148,Pine St,Freeport,11520
0101000020E6100000011764CBF26752C04147AB5AD25B4440,Nassau,Hempstead,APT,330 Washington St.,14,0.2,BUILT,1930,,,272,40.717357,-73.624194,330,Washington St,Hempstead,11550
0101000020E610000024986A662D6252C09F1C0588826F4440,Nassau,Oyster Bay,APT,69 Orchard St.,18,0.9,BUILT,1930,,,935,40.871171,-73.534021,69,Orchard St,Oyster Bay,11771
0101000020E6100000847EA65EB76852C09F01F566D45C4440,Nassau,Garden City,COND,111 7th St.,54,0.7,BUILT,1930,APTCONV,2007,200,40.725232,-73.636192,111,7th St,Garden City,11530
0101000020E610000053B29C84D26A52C09AEB34D252534440,Nassau,Lynbrook,COOP,185 Atlantic Ave.,37,0.6,BUILT,1930,APTCONV,1983 E,359,40.650965,-73.669099,185,Atlantic Ave,Lynbrook,11563
0101000020E61000002D5C5661336F52C022E010AAD4664440,Nassau,Great Neck,COOP,14 Beach Rd.,13,0.3,BUILT,1930,APTCONV,1984,658,40.803365,-73.737511,14,Beach Rd,Great Neck,11023
0101000020E61000000438BD8BF76E52C04F9143C4CD654440,Nassau,Great Neck,COOP,215 Middle Neck Rd.,47,1,BUILT,1930,APTCONV,1988,672,40.795342,-73.733859,215,Middle Neck Rd,Great Neck,11021
0101000020E61000005F7AFB73D12152C0098849B8906D4440,Suffolk,Hampton Bays,COOP,46 Rampasture Rd.,12,1.6,BUILT,1930,MOTELCONV,1982,1759,40.855979,-72.528409,46,Rampasture Rd,Hampton Bays,11946
0101000020E61000004FCAA486366552C066F84F3750544440,Nassau,Freeport,APT,56 Broadway,25,0.3,BUILT,1931,,,138,40.658698,-73.581453,56,Broadway,Freeport,11520
0101000020E61000003FABCC94D66852C03D0CAD4ECE5C4440,Nassau,Garden City,APT,67 Hilton Ave.,104,2.3,BUILT,1931,,,201,40.725046,-73.638097,67,Hilton Ave,Garden City,11530
0101000020E61000008FAB915D696B52C0DFC0E44691534440,Nassau,Lynbrook,APT,260 Broadway,14,0.2,BUILT,1931,,,354,40.652871,-73.678306,260,Broadway,Lynbrook,11563
0101000020E610000052F355F2B16952C04EB6813B50594440,Nassau,West Hempstead,APT,227 Chestnut St.,24,0.8,BUILT,1931,,,519,40.697761,-73.651486,227,Chestnut St,West Hempstead,11552
0101000020E6100000423EE8D9AC6D52C0E6E786A6EC504440,Nassau,Woodmere,APT,1 Club Dr.,84,0.9,BUILT,1931,,,529,40.632222,-73.713675,1,Club Dr,Woodmere,11598
0101000020E610000041118B18766D52C09EEBFB7090504440,Nassau,Woodmere,APT,37 Woodmere Blvd.,29,0.3,BUILT,1931,,,530,40.629408,-73.710333,37,Woodmere Blvd,Woodmere,11598
0101000020E61000002E5915E1266752C06A15FDA199534440,Nassau,Baldwin,COOP,"714 School St.,715 Prospect St",25,0.3,BUILT,1931,APTCONV,1990,40,40.653126,-73.611748,714,School St,Baldwin,11510
0101000020E610000098A3C7EF6D6D52C06DE2E47E87504440,Nassau,Woodmere,COOP,29 Woodmere Blvd.,40,1,BUILT,1931,APTCONV,">76,<89",532,40.629135,-73.709835,29,Woodmere Blvd,Woodmere,11598
0101000020E610000037C478CDAB6D52C0E3DF675C38504440,Nassau,Woodsburgh,COOP,1 Meadow Dr.,36,1.4,BUILT,1931,APTCONV,1983,535,40.62672,-73.713611,1,Meadow Dr,Woodmere,11598
0101000020E610000031B610E4A06D52C02BDD5D6743504440,Nassau,Woodsburgh,COOP,819 Broadway,45,1.8,BUILT,1931,APTCONV,1983,536,40.627057,-73.712945,819,Broadway,Woodmere,11598
0101000020E610000075C93846B25452C07D5A457F68584440,Suffolk,Babylon,COOP,30-42 The Crescent,60,0.4,BUILT,1931,APTCONV,1987,1049,40.690689,-73.323381,42,The Cres,Babylon,11702
0101000020E6100000E62329E9616E52C08E8F16670C654440,Nassau,Great Neck Plaza,COOP,21 Barstow Rd.,72,0.9,BUILT,1934,APTCONV,1988,730,40.789441,-73.724726,21,Barstow Rd,Great Neck,11021
0101000020E6100000CAC51858C76D52C0EA77616BB6504440,Nassau,Woodmere,APT,205 Steven Pl.,13,0.3,BUILT,1935,,,528,40.630567,-73.715292,205,Steven Pl,Woodmere,11598
0101000020E61000006682E15CC36D52C0581B6327BC504440,Nassau,Woodmere,APT,821 Woodmere Ct.,13,0.3,BUILT,1935,,,533,40.630742,-73.715049,821,Woodmere Ct,Woodmere,11598
0101000020E61000009E45EF54C04152C031B610E4A0624440,Suffolk,Patchogue,APT,"3,5 Lake St.",24,0.3,BUILT,1935,,,1306,40.770535,-73.027364,3,W 5,Patchogue,11772
0101000020E61000005551BCCADA2952C0292504ABEA754440,Suffolk,Riverhead,APT,724-726 E. Main St.,12,0.4,BUILT,1935,,,1736,40.921224,-72.653979,724,E Main St,Riverhead,11901
0101000020E6100000AF415F7AFB6E52C0BEF90D130D644440,Nassau,Great Neck Estates,COOP,1 Ascot Ridge,12,0.3,BUILT,1935,APTCONV,1981,673,40.781649,-73.734099,1,Ascot Rdg,Great Neck,11021
0101000020E61000005264ADA1D42152C011ACAA97DF6D4440,Suffolk,Hampton Bays,COOP,30 Rampasture Rd.,19,2.2,BUILT,1935,MOTELCONV,1983,1778,40.858386,-72.528603,30,Rampasture Rd,Hampton Bays,11946
0101000020E61000006D286B8A366E52C04548DDCEBE644440,Nassau,Great Neck Plaza,COOP,"8,10 Welwyn Rd.,19 Schenck Ave",75,1.4,BUILT,1938,APTCONV,1988,735,40.787073,-73.7220789,10,Welwyn Rd,North Hempstead,11020
0101000020E61000000DFE7E315B6D52C05F97E13FDD5C4440,Nassau,Floral Park,APT,26-34 Carnation Ave.,12,0.3,BUILT,1938,,,100,40.725502,-73.708691,34,Carnation Ave,Floral Park,11001
0101000020E61000006F826F9A3E6D52C082397AFCDE5C4440,Nassau,Floral Park,APT,66-70 Tulip Ave.,64,1.6,BUILT,1938,,,102,40.725555,-73.706946,70,Tulip Ave,Floral Park,11001
0101000020E6100000202922C32A6B52C07B32FFE89B5A4440,Nassau,Franklin Square,APT,15 Franklin St.,10,,BUILT,1938,,,109,40.707883,-73.674485,15,Franklin St,Franklin Square,11010
0101000020E61000007CD5CA845F6552C047AAEFFCA2544440,Nassau,Freeport,APT,33 Grand Ave.,12,0.3,BUILT,1938,,,115,40.661224,-73.583955,33,Grand Ave,Freeport,11520
0101000020E6100000D0251C7A8B6852C0B3D30FEA225D4440,Nassau,Garden City,APT,365 Stewart Ave.,81,2.2,BUILT,1938,,,204,40.727628,-73.633513,365,Stewart Ave,Garden City,11530
0101000020E6100000ECF65965A66752C0B537F8C2645A4440,Nassau,Hempstead,APT,10 Washington St.,66,0.9,BUILT,1938,,,289,40.7062,-73.619531,10,Washington St,Hempstead,11550
0101000020E6100000485167EE216D52C042EBE1CB44554440,Nassau,Valley Stream,APT,12 Ballard Ave.,43,1.5,BUILT,1938,,,498,40.666162,-73.705196,12,Ballard Ave,Valley Stream,11580
0101000020E6100000E544BB0A296E52C0115322895E644440,Nassau,Russell Gardens,APT,150 S. Middle Neck Rd.,51,0.6,BUILT,1938,,,845,40.784135,-73.721255,150,S Middle Neck Rd,Great Neck,11021
0101000020E61000008D261763606952C0FEB5BC72BD614440,Nassau,Williston Park,APT,664-682 Willis Ave.,24,0.5,BUILT,1938,,,866,40.763594,-73.646508,682,Willis Ave,Williston Park,11596
0101000020E6100000F8E28BF6786852C0027FF8F9EF5B4440,Nassau,Garden City,COOP,22-36 Hamilton Pl.,106,2.5,BUILT,1938,APTCONV,1988,198,40.718261,-73.632383,36,Hamilton Pl,Garden City,11530
0101000020E6100000B9FB1C1F2D6952C0B1DB679599544440,Nassau,Rockville Centre,COOP,55 Grand Ave.,48,0.4,BUILT,1938,APTCONV,,435,40.660937,-73.643379,55,Grand Ave,Rockville Centre,11570
0101000020E6100000D1EAE40CC56C52C0AC70CB4752664440,Nassau,Manhasset,COOP,15-17 Gaynor Ave.,26,0.3,BUILT,1938,APTCONV,1984,743,40.799386,-73.699527,17,Gaynor Ave,Manhasset,11030
0101000020E6100000802A6EDC626852C0E38BF678215B4440,Nassau,Hempstead,APT,115-119 Terrace Ave.,48,0.4,BUILT,1939,,,231,40.711959,-73.631034,119,Terrace Ave,Hempstead,11550
0101000020E6100000C0CE4D9B714752C01B47ACC5A7684440,Suffolk,Patchogue,APT,"45 Church St., 35 Railroad Av.",28,0.4,BUILT,1939,,,1311,40.81762,-73.116309,45,Church St,Ronkonkoma,11779
0101000020E6100000DF4F8D976E6952C0EE26F8A6E9534440,Nassau,Rockville Centre,COOP,51 Lincoln Ave.,31,0.6,BUILT,1939,APTCONV,1984,434,40.655568,-73.647375,51,Lincoln Ave,Rockville Centre,11570
0101000020E6100000BBD23252EF6752C04C8C65FA256E4440,Nassau,Glen Cove,APT,Vanderbilt La. & Hendrick Ave.,16,,BUILT,1940,,,28,40.860534,-73.623982,,Hendrick Ave,Glen Cove,11542
0101000020E61000003CC1FEEBDC6E52C0651BB80375644440,Nassau,Great Neck Plaza,APT,1 Ash Pl.,36,0.3,BUILT,1940,,,682,40.784821,-73.732234,1,Ash Pl,Great Neck,11021
0101000020E61000007024D060535C52C0BF27D6A9F25D4440,Nassau,Farmingdale,APT,150 Secatogue Ave.,54,,BUILT,1940,,,891,40.733968,-73.442589,150,Secatogue Ave,Farmingdale,11735
0101000020E6100000336C94F59B6852C0A5F5B704E05B4440,Nassau,Garden City,COND,12 Hamilton Pl.,51,0.6,BUILT,1940,APTCONV,1973,205,40.717774,-73.634519,12,Hamilton Pl,Garden City,11530
0101000020E610000008B0C8AF1F5B52C0522976340E6F4440,Suffolk,Huntington,APT,7 Dewey St.,10,0.3,BUILT,1940,,,1455,40.867621,-73.423809,7,Dewey St,Huntington,11743
0101000020E610000070CE88D2DE6E52C07A89B14CBF4E4440,Nassau,Lawrence,COOP,261 Central Ave.,36,1.4,BUILT,1940,APTCONV,1981,329,40.615213,-73.73235,261,Central Ave,Lawrence,11559
0101000020E6100000FCE42840146752C0151F9F909D534440,Nassau,Baldwin,APT,2363 Grand Ave.,160,4.2,BUILT,1941,,,37,40.653246,-73.610611,2363,Grand Ave,Baldwin,11510
0101000020E610000006103E94686752C02312859675534440,Nassau,Baldwin,APT,700 Merrick Rd.,46,0.6,BUILT,1941,,,39,40.652026,-73.615758,700,Merrick Rd,Baldwin,11510
0101000020E610000026C45C52B56852C037A8FDD64E5A4440,Nassau,Hempstead,APT,61-73 Hilbert St.,16,0.5,BUILT,1941,,,222,40.705531,-73.636067,73,Hilbert St,Hempstead,11550
0101000020E610000046EEE9EA8E6952C0560E2DB29D534440,Nassau,Rockville Centre,COOP,120-130 S. Park Ave.,111,2.1,BUILT,1942,APTCONV,1989,443,40.65325,-73.649348,130,S Park Ave,Rockville Centre,11570
0101000020E6100000863AAC70CB6552C0670A9DD7D8534440,Nassau,Freeport,APT,48 S. Long Beach Ave.,39,0.7,BUILT,1943,,,183,40.655055,-73.590542,48,S Long Beach Ave,Freeport,11520
0101000020E6100000075E2D77664E52C0F5D555815A604440,Nassau,Thomaston,APT,"37,39 Spruce St., 26,28 Linden",16,0.4,BUILT,1943,,,854,40.752762,-73.225004,37,39,Islip,11751
0101000020E6100000FAB836548C6E52C0FA415DA450644440,Nassau,Great Neck Plaza,APT,90 Knightsbridge Rd.,56,1,BUILT,1945,APTCONV,1988,687,40.783711,-73.727315,90,Knightsbridge Rd,Great Neck,11021
0101000020E610000004ABEAE5776E52C0936FB6B931654440,Nassau,Great Neck Plaza,COOP,14-16 Stoner Ave.,42,0.4,BUILT,1945,APTCONV,1982,710,40.79058,-73.726068,16,Stoner Ave,Great Neck,11021
0101000020E6100000BB9A3C65356E52C07C26FBE769644440,Nassau,Russell Gardens,COOP,140 S. Middle Neck Rd.,24,0.2,BUILT,1945,APTCONV,1982,844,40.784482,-73.722009,140,S Middle Neck Rd,Great Neck,11021
0101000020E6100000EF3CF19C2D6E52C06344A2D0B2644440,Nassau,Great Neck Plaza,APT,23 Schenck Ave.,105,1.5,BUILT,1946,,,737,40.786707,-73.721534,23,Schenck Ave,Great Neck,11021
0101000020E610000055A52DAEF13552C0132D793C2D674440,Suffolk,Mastic,APT,1550 Montauk Hwy.,10,0.4,BUILT,1946,,,1269,40.806068,-72.842876,1550,Montauk Hwy,Mastic,11950
0101000020E61000009D7FBBECD76752C0D6A9F23D23594440,Nassau,Hempstead,APT,295 S. Franklin St.,240,14.7,BUILT,1946,AFFORD,,279,40.696388,-73.622554,295,S Franklin St,Hempstead,11550
0101000020E610000097AB1F9BE46C52C050FF59F3E3694440,Nassau,Port Washington,COOP,Dolphin Green & N. Plandome Rd,143,5.2,BUILT,1946,APTCONV,1983 E,820,40.827269,-73.701453,,Dolphin Grn,Port Washington,11050
0101000020E610000049A0C1A6CE4452C025766D6FB75C4440,Suffolk,Sayville,COOP,42 Browns River Rd. & Foster,13,1.1,BUILT,1946,APTCONV,1986,1702,40.724348,-73.075113,,Browns River Rd,Sayville,11782
0101000020E6100000ABED26F8A61F52C01FA1664815714440,Suffolk,Hampton Bays,APT,302 E. Montauk Hwy.,14,1,BUILT,1946,MOTELCONV,1992,1768,40.883462,-72.494566,302,E Montauk Hwy,Hampton Bays,11946
0101000020E610000049F086342A6E52C0F7B0170AD8644440,Nassau,Great Neck Plaza,APT,"11,13 Welwyn Rd.",90,1.1,BUILT,1948,,,736,40.787843,-73.721326,13,Welwyn Rd,North Hempstead,11020
0101000020E6100000E4DBBB067D6E52C0F48AA71E69644440,Nassau,Great Neck Plaza,APT,"5,10,15,20 Clent Rd.",152,,BUILT,1948,,,695,40.784458,-73.726381,20,Clent Rd,North Hempstead,11020
0101000020E61000007044F7AC6B6552C04E417E3672534440,Nassau,Freeport,APT,136 Smith St.,16,0.3,BUILT,1948,,,120,40.651923,-73.584697,136,Smith St,Freeport,11520
